y,x01,x02,x03,x04,x05,x06,x07,x08,x09,x10
1,0.192491906485068,-0.6903875036899644,1.7687051249030374,-0.054288247451005356,1.4355815107282037,-0.2821813942864537,-1.191284609027207,-0.5469710510224104,0.9811180869267586,-1.5270023558990953
0,-1.4467018063335064,0.6067035923954901,-0.5239814791634142,-0.6318763022353895,3.2047842053522415,-1.4567511975765228,1.008177449926734,-0.39784916024655104,-2.8104858016723147,-1.6276483989581008
0,-0.32318053404763397,-0.22021617057309623,-1.176567141113435,1.0898594649126243,0.722433583645014,-0.896711427718401,-0.23717132862657309,-1.8122618524357677,0.8635577024259438,0.9432739905924201
1,1.6222961165249326,0.33320955104546846,-1.360024287591486,1.7243489180152238,1.5564634466063665,-0.10612545907497406,1.2778725633397698,-0.8451475463807583,-0.16611336014265055,0.7598024389597556
1,-0.6890241235963572,-2.8799739180583823,0.4262632216231471,3.490298965986571,2.6447722709974633,-0.33934311196208,-1.1174918338656425,1.7419029651209712,0.22359326099833765,0.7395874025153717
1,2.04212222261495,1.4212856144178863,-0.04913747380782092,4.227799923575535,3.9165269330647763,-1.6318994285538793,1.6389707252383232,0.4812485324218869,3.0724883398991256,-0.8674311392321973
1,0.9437791119029404,-0.5275584425229871,-0.12093397934545995,-1.0454107429216792,2.6039307541996575,1.9154886836186051,0.7586185149848461,1.3791649574413896,1.9703147780252708,3.5872722706778735
1,2.0819268787990963,1.0629277277891196,-0.18056453811935894,-0.2345506622183009,4.9248294073428305,1.757952886633575,1.5346952313557267,1.9964678827673197,1.1316647185500122,1.6205408005388686
1,1.917117278783308,-1.2389076698762824,1.6351358529442657,0.5932790572122268,-1.0859122949959619,-0.2555339839309454,0.4702084017917514,1.6041328413411975,4.412148566599838,0.1796510800290539
1,-0.41481223959292823,-0.027942560034468305,0.1768472693382711,1.0940253667251203,-0.031130287065593176,1.5451372507959604,1.3157245060428977,1.955621600151062,0.232355478090013,2.467117610221059
1,1.0328534994341327,-0.982291308821881,-0.07979832136380098,1.4925363714928759,-0.28537417260733,0.38674260675907135,-1.510967562906444,-1.1815568460151553,1.0599243605154958,0.32949850645319395
0,-1.6785695921952666,0.17761859317158304,0.5410548680062494,0.24802353160277313,3.5422213224422925,1.0380507986992598,-1.489622812718153,-0.1146176178008318,-0.7485865266418683,0.8301143218747804
1,0.15754969034543118,-0.1098354179474714,-0.4128185958994428,0.17915125548298816,2.3476954544362156,1.0186784267425537,0.07226635701954365,-1.8363586831837893,-0.38849923586133517,0.36231710798031824
1,1.489136116445576,-0.3639329515558555,0.3448482777115547,2.252729784410243,-0.17189956933995565,0.8384202141314745,-0.20588388480246067,-0.07769353408366442,1.8410871668301287,2.3052956836139735
0,-0.07578956254911959,-0.27683258794430904,-0.11339363982123983,-2.4832003640601483,-0.7319570788421459,-1.9032850740477443,-1.0202678767964244,0.6298747565597296,0.06884507607723697,-2.2425168660584953
