y,x1,x2
A,4.686787064916907,9.765017254467631
A,10.36917343595305,5.648770684139327
A,8.966483344821075,9.313827310595356
A,8.00811768367274,9.674147437533964
A,9.824406692972834,10.654802627239949
A,10.572283839304275,8.608272787142177
A,7.082845467392703,13.66125024361137
A,11.584432197776437,9.97209929044557
A,5.895870229798806,15.124843347952531
A,9.042615814050178,6.904642581503426
A,4.758843640839935,9.4682783662547
A,4.03206703845936,14.316597131742867
A,15.500013718048582,7.3688523628086005
A,10.915540274493004,8.031530989928578
A,7.333801978123197,4.300409366667364
A,5.409884104096474,6.364567257691913
A,13.148945852208914,10.859859779935894
A,18.07013845800062,3.1989961214491958
A,14.884545271997371,0.3903653139741614
A,6.282604263591043,11.509605989375949
A,8.704581056772097,5.035850446541575
A,15.539601846298602,5.109438623925563
A,9.66867183534183,7.063662710344257
A,6.2269347616763895,10.817648277809589
A,0.20008880309540444,7.104434256906811
A,9.978187650547774,5.938135562275345
A,12.374347194057734,10.026608886079567
A,15.855138177114885,5.6203814914065156
A,8.183094908022152,8.881283071166573
A,14.410971486178404,10.382181260935091
A,11.1518319095726,12.656215762252994
A,9.512071432003202,12.024050352804457
A,7.517284412365427,11.413263965838674
A,10.05495240700156,4.985977444917429
A,8.9308319532606,10.103019284824533
A,14.68195783779272,4.389484610927213
A,12.32770121471119,6.863599414897985
A,13.388087643449259,7.830572187275482
A,15.042078030803218,0.7467030385637603
A,11.387082002271702,10.489175206961388
A,9.72225833105277,9.356871978355935
A,11.503659441211497,8.30051194403066
A,7.111993326359727,9.263986269264686
A,9.890664988107698,4.082267032136722
A,13.208603377986531,4.555208831837563
A,6.885433233663195,7.058690673464687
A,11.279710259118371,5.3628111510541245
A,6.725446975331792,12.80663504471452
A,11.121102642905141,7.396202656007695
A,6.257732334416614,7.566419194672217
A,11.202643842861189,11.935309358946036
A,11.79674426350839,6.187212264760577
A,5.713850151376212,12.285814846957527
A,6.971345672383405,8.405354673043348
A,8.724183492573705,7.394334349258223
A,8.801204912838541,8.592508977047475
A,6.031583957519245,7.415934454953266
A,11.816730177062546,11.355620414253728
A,17.30857067158737,0.2420206890856118
A,11.333237085083539,11.884523017157441
A,10.249839449155374,6.65828635771561
A,9.34927484782744,8.75691388484132
A,7.024131721608201,8.113444500508601
A,5.8961657711837505,11.483362973999547
A,14.208618716567118,9.609143587336904
A,9.009545545529653,14.898779216327016
A,8.305825586056606,8.307088832242316
A,7.134435617464383,10.94294930199192
A,8.147054179881675,11.546597725580089
A,8.364408050410482,10.648573416303647
A,13.890950191153525,7.343187476382566
A,10.471347441108248,8.572814560875187
A,9.485341021223757,11.511134797987175
A,15.417656422096888,9.825955178562673
A,11.848409232690596,7.672073495461976
A,6.920467954376849,7.975804961142909
A,5.255190437472913,6.944792519961037
A,8.672244159286638,9.529378476162082
A,12.638827034717936,6.6656845925191135
A,11.831499593172165,4.3719549095404195
A,5.607901980972514,11.779152921302945
A,9.854598633834254,9.83201061810339
A,12.108559728707391,11.721191034121533
A,12.062635437955953,10.430125437642602
A,12.858017789708654,5.130144751100527
A,10.23629459057222,12.405119263719357
A,9.195094265517081,6.190916575601641
A,12.351708743266567,10.436227968785097
A,7.598052937571955,10.917723487651225
A,7.656733554163931,10.336111965881859
A,6.042471597647678,11.625890748419682
A,11.153133042358842,7.173939706979832
A,7.329623175840439,8.90807758681288
A,6.199437435570108,11.82100761225689
A,13.509453346572522,6.4562407466571115
A,12.239960869914894,6.30189115708094
A,13.820842320164761,6.731740795230294
A,12.077119590350067,2.570760346207088
A,12.72111222033259,12.455948270579283
A,6.7391217345571075,8.168587624118041
A,6.908538793535307,11.609931625840204
A,6.442923427501269,10.09403751046555
A,11.522223716345636,4.544307751879499
A,3.5863717204565067,11.166541057723231
A,12.801551475033293,8.163244043923303
A,7.573062116098448,6.012735204471736
A,13.411401229176377,10.383661256095532
A,9.175266553268607,6.7234947719754885
A,10.15794252096471,9.81007474019833
A,12.26556404712119,12.10311397239187
A,12.607395769835607,11.691785365068208
A,9.358203273467968,8.314164765453695
A,8.364171727118423,3.5473877589449456
A,11.06817729393143,6.900055926396797
A,13.206200276987211,2.8284772541222107
